org,classification,source,Dataset_ids,Occurrences,WeightedOccurrences
The National Center for Scientific Research; Institut National de Science de l'Univers; Centre d'Océanologie de Marseille; Mediterranean Institute of Oceanography,public,baseline,['7fa1c161-8d37-47ac-9a5a-88f55f28717b'],299,0.0
"University of Applied Science, Cologne",public,oceanexpert_id,['8452fbd0-7a42-4880-bd2c-0721b526f8a8'],1765,0.0
Museo de Historia Natural,public,baseline,['621a372e-f5e0-4ecb-968f-42969d521794'],117,0.0
"Department of Ecology and Evolutionary Biology, University of California Santa Cruz",public,oceanexpert_id,[],0,0.0
"Instituto Oceanográfico de Venezuela, Universidad de Oriente",public,oceanexpert_id,"['227acf30-87db-4ba8-833a-722d89326a60', '8c8af6f1-8ba3-4e2e-ae01-8436259fcea9', '9c7c8f21-f1d6-4320-809d-1d1e319623e6', '558a6223-dae8-4b72-b124-7dc4add7ffdc', '47db083c-0937-4b1e-a25f-382a0cadb677', 'a15dd946-dc8a-4faf-8d91-afc653bff5e8', '1e84bed3-9b6b-45fa-a861-88aff27258aa', 'b96d1556-21b7-410b-9109-1a91e3eb8aa1', '443b03dc-97f6-4293-9453-ca4018e4bc04', '47edd1a2-96f0-4aa5-99ab-69dc0bab3297']",3285,0.0
"Dipartimento di Scienze della terra, dell'ambiente e della vita",public,oceanexpert_id,"['7cd87ad7-b7fb-45f5-b7b9-5c6d4187067a', '22f8ef00-82e2-492a-a542-0b012f7d9760', '2efe1e30-ba4c-4dba-8c6f-37c1f26fe97c', '2aeabddf-7e9e-46dd-b4f4-99c5c8162b16', 'f93a5880-533f-462d-8c89-2ff311e9c072']",1883,0.0
Georgia Aquarium ,public,rag,['bba874cd-919e-4e4c-86c7-c69aa38ad4a7'],76,5.428571428571428
Spanish Ministry of Environment; Confederación Hidrográfica del Cantábrico,public,manual,['0e6462e3-28fd-4a90-85e2-34718c6d795a'],734,122.3333333333333
International Marine Centre,public,baseline,['baa2fd15-8103-4153-acaa-268bd41e5462'],710,0.0
Department of Environment and Heritage Protection,public,oceanexpert_id,['92430db9-eccc-4b53-a7d0-1d89250bff4f'],33318,0.0
"Center for Coastal and Ocean Mapping, University of New Hampshire",public,baseline,['9d11eb9f-3f83-44a0-8894-a9adf3bb0761'],1748,0.0
"Scientific Marine Service, Hude, Germany",public,rag,"['380fe998-3ac8-46b1-add1-ec518e043d63', '3cd86c95-eaff-4561-8498-eced07e2a4db']",467,12.875
Parque Nacional Natural Corales del Rosario y San Bernardo,public,baseline,"['88d5c457-b5e3-47d8-92c6-caea8e0ac67b', '22f3a057-258d-49b7-8ecf-e5233d53d72d']",3380,0.0
"University of California, Irvine",public,baseline,['fd48e0a8-dd48-4ff7-b2a8-770b138b4806'],48,0.0
Bangor University; School of Ocean Sciences,public,baseline,"['7d92856b-a7fe-4e99-89c9-cc1d56354134', '15f11e0d-44ec-4cb0-97cf-d2098b72e3a7']",19732,0.0
Louisiana State University – Department of Oceanography and Coastal Sciences,public,oceanexpert_id,"['4a058eda-7edc-400b-a5a2-49dc8c193412', '9dda6bd7-c159-44ba-aa3f-6c01914d7f78']",4672,380.24999999999994
"Programa EcoMar, Inc.",public,manual,['13ff4ab7-0427-4a2f-8d9e-ed89f65d5120'],185,0.0
Université Laval,public,oceanexpert_id,['cd42b44b-2560-450d-88e7-70b5778d0194'],1728,0.0
Museo Marino de Margarita,public,baseline,['f4766a0b-f067-4874-a2f7-b19ade26ae1b'],2268,0.0
European University at Saint Petersburg,public,oceanexpert_id,['ca3d16d7-e6ed-4066-b127-8df4700d160f'],3194,0.0
UNEP World Conservation Monitoring Centre,public,oceanexpert_id,['8143329b-ae80-4bf3-941f-dad54de1b9c0'],3150,0.0
"Tohoku National Fisheries Research Institute, Japan Fisheries Research and Education Agency",public,baseline,['e59f3fe1-8594-4dc4-81a2-58ddfa2a4026'],145760,0.0
"Institute of Marine Biological Resources and Inland Waters, Hellenic Centre for Marine Research",public,baseline,['4e7516a2-e4c3-4301-a418-da55f5d127f1'],5398,0.0
Swedish Meteorological and Hydrological Institute,public,oceanexpert_id,[],0,0.0
Cornell Lab of Ornithology,public,oceanexpert_id,[],0,0.0
Bishop Museum,public,oceanexpert_id,"['7ec58a12-1f85-45d2-803e-232d3efe9404', '9fd109f3-079f-4836-80df-7848ddeecd47', '10b213e6-a9c4-459e-a40c-ef9edc461b97', '0d4d29ea-c213-47d8-b48e-7ab7ca806290']",43713,10122.25
Museum and Art Gallery of the Northern Territory,public,baseline,"['0ff2a317-589a-4a3c-8f87-cd37173da0d6', '64645739-c5d3-48ca-b505-91a3fc7bbc9b', '713998f6-4562-4c27-be49-24934e85a967', '73f31d9e-9c11-402b-9e3d-8ed61f2fcc8c', 'd57e6f40-9c98-471d-b284-ed3c8d8c018e']",39160,0.0
Seychelles Islands Foundation,public,rag,"['0ab75303-b204-455f-b284-0fe4a3b440e4', 'd8fb4468-d43b-4fda-9860-2c999192bdd5']",12131,0.0
"Koninklijk Nederlands Instituut voor Onderzoek der Zee, Yerseke",public,oceanexpert_id,"['5b758cc0-027f-44a9-8d31-5ca652a4e4d0', '82c51e92-e66f-44ca-a02a-b6071c7e188f', 'bd1e0c2d-d0db-4e95-8f47-b22c08fb7120', 'ccd6a395-a14a-49ce-afca-fd478007f19c', '6d6b23b6-8c20-43ca-a76a-23ef80f779b7', 'fb706b08-4826-485e-abfa-cd96905d8e3e', '48f832cb-d71f-4ba9-b711-3b8c6559f5db', '58e9b3ef-bac2-4a72-abec-c959e0f0d914', '79636679-30ce-4e22-9e26-d6e2224aa83f', '1ea50009-5087-43ac-88c7-f9acccee539d', 'e668dcb3-24cd-4d87-8835-e14d1961cccd']",203906,0.0
"Centre for Marine Ecosystems Research, Edith Cowan University",public,baseline,['8378af97-05e6-4734-bf11-a2f9b2d434f9'],156,0.0
"Faculty of Science and Technology, University of the Faroe Islands",public,baseline,['afef5da2-614b-4208-aee6-c2413ed5ab76'],4611,0.0
Kimberley Bird watching,private,manual,['753c168c-ba53-4ad0-a5ce-4649fdfc434c'],178,89.0
Wageningen University &amp; Research,public,baseline,['7d6103bb-50f1-48ce-b248-55aabd818e71'],6697,0.0
"University of Tsukuba, Shimoda Marine Research Center",public,oceanexpert_id,['4c9f5c30-1d78-4529-ad1a-bb2c8df04b6d'],29864,0.0
"Stanford University, Hopkins Marine Station",public,oceanexpert_id,['01930fb1-4d33-4d75-af8d-19481a9c153d'],20,0.0
University of Belgrade,public,oceanexpert_id,['e70adc9f-c4f3-4685-a5f7-5ba8e4a6da14'],308,0.0
Cap'n Fish's Cruises,private,rag,['8c411639-176d-490a-b345-017ccfc7f89f'],290,145.0
Department of Fisheries and Oceans,public,oceanexpert_id,['81ace119-09fd-467e-8f6e-74ca29b01634'],2469,0.0
James Cook University,public,oceanexpert_id,[],0,0.0
Western Australian Sea Turtle Satellite Tracking Project,public,rag,"['afcb0d1d-36e2-43d8-a551-4c81fc0b4ee9', '215c984f-b790-49bb-ac65-6eaadcfee536', '26ff9e3d-6762-4274-94a9-6dd300d023ea', '9b086769-d1c5-4492-b4a3-008d6519682b', 'e835c407-7c5a-445c-9e5a-d130e5ea2fd1', '82519150-e1af-4512-bf2a-2bbdad6bfe7e', '6290b92c-5167-4b59-9b4a-9c5ed0df9a35']",278,0.0
"Australian Antarctic Data Centre, Australia",public,rag,"['ab46e252-9b77-4b08-b27f-c737dfde4236', '6f8008c3-3c95-4f4e-8f2d-1a282da8ba68', '1b37891a-9d12-4f54-a4fc-6d5dd5dd92b3', 'b0b9bb8e-fa46-4781-a355-df9f2ed8be30', '5c450ef9-c564-45fe-b146-e44139a8ea89', 'acbc0d27-61d6-4fe7-895d-324fefdd727a', '4d69d344-5038-4338-abfc-058b96385655', 'b96a03d0-c759-4035-aca7-4b21612c72d9', '5394088a-ed38-4c2c-a456-3194be5d0dc7', '7d194a88-0483-4c3a-a411-2ada6baba4b2', 'ed5e9990-0225-4437-b25d-047a2b21521c', 'b4c988b0-60aa-43e0-b9fa-f86b9b522b35', 'b2d5f13a-85e6-43dc-bf19-789c40de19ff', 'a3df054d-aba9-4419-b347-80cf6e497941', 'f9901fb0-739d-49d4-a2ff-2a490ddf0809', '04fc903c-a2c1-4d03-9183-888d544931bd', 'e65c5f32-f277-44fd-a441-f4ba1801e874', '012a6661-c257-4e5a-9057-138ad71071f7', 'c67e4372-e610-4e8f-bf25-43d4e885c1fc', 'c8a10b95-b250-4da7-a964-b9a99c0db5b2', '38834776-d4a3-442b-82ea-726054c6dd28', '24394dcd-1fbb-4ec1-9e17-21e52ea95d35']",9705,0.0
National Parks and Wildlife Service,public,baseline,['1e69cd84-1703-4383-ae5f-d8c9336d4a05'],57,0.0
"Biodiversity Research Centre, Academia Sinica",public,oceanexpert_id,"['3a96d77d-a1fa-491d-9705-d885fe93a802', 'ff8b7809-41bc-40ad-8160-0e33862817a0']",23453,0.0
Jonian Dolphin Conservation (JDC),public,rag,['b2c5bf0c-4c3c-42ef-a361-2428d679c32e'],155,0.0
Universidad de los Andes,public,baseline,"['b1cb8e5f-17c4-4bee-bead-8cfbad831dae', '8e3cd1db-c8ce-44b1-bb26-8c06421304ca', '9588aff0-ef50-4ef1-8819-bd0e8aaaca06', '0f17131c-6dad-43da-a559-fa009fdc3c54']",1259,0.0
Vrije Universiteit Brussel; Faculteit Wetenschappen &amp; Bio-ingenieurswetenschappen; Vakgroep Biologie; Ecology and Biodiversity; Laboratorium voor Algemene Plantkunde en Natuurbeheer,public,baseline,['4a3ae730-82e2-4aa2-91f1-ff675bb6d1a1'],690,0.0
University of Cambridge,public,baseline,['807fbba6-843c-48af-9e94-ee92280c1ae2'],452,0.0
Instituto Español de Oceanografía – Centro Oceanográfico de Málaga,public,oceanexpert_id,['165b0831-9538-4cad-85f7-76ffda03fa3b'],452,0.0
Fundación Seaflower,public,manual,['e869e06b-df12-491c-b49f-c77c4daa857c'],456,0.0
"Hawaii Institute of Marine Biology, University of Hawaii",public,oceanexpert_id,"['71748d53-57e9-4e30-9678-ede83ca6c7ba', '7afba27f-8547-4899-829e-b4bd25765322']",12436,24.749999999999993
TropWATER,public,rag,['cc5adf5c-ca2a-418e-85c1-b017af0bac5e'],2171,0.0
"Senckenberg Research Institute and Natural History Museum Frankfurt, Marine Zoology Department",public,baseline,['3cd86c95-eaff-4561-8498-eced07e2a4db'],364,0.0
Université de Bretagne Occidentale; Laboratory of Sciences of the Marine Environment CNRS-UMR6539,public,oceanexpert_id,[],0,0.0
Southeast Fisheries Science Center (SEFSC),public,rag,"['5eacd6fb-0eea-416e-a1e4-cc0abb82b688', '3372a229-1200-4229-a531-220c6c91ac07']",139955,0.0
Conservation International,public,baseline,"['48fd14f5-7252-4e9c-b7a4-7b11a3f41525', '2b9cb8eb-c018-47cc-bb55-759d0d3a47cc', '0c00b34f-d075-41a1-9cf6-8aee153f4491', 'd6133bde-7444-494a-9f47-25d47f7a310e']",7023,0.0
Marine Environmental Consultant,private,rag,['2c30e8ee-3068-437c-bf94-499e06cdd4e4'],14505,10878.75
Thünen Institut für Seefischerei,public,oceanexpert_id,"['1ef5da48-0a21-4c3c-b795-e46116551761', 'a8d31903-adf9-4c54-869d-f451e3516ebe', 'ebc6dbff-0a72-4d3c-9de3-354d7b0f42ff', 'f3f38f7e-d905-4c59-a574-a2809ce8f118', 'ddb8229a-97b4-4e48-9038-f8a1a39a041b', 'ac6af23f-460b-469e-a29f-7bbd0bb48bf1', 'e141e725-f9f6-4dc7-bd58-13066a5355bd', '534558e7-765f-40e2-89bd-dfc4cda06e0c', '9b34afca-0b6d-4bdd-8add-38e200d91936', 'cb16377b-56a8-4d95-802d-4eec02466773', '5ab7e733-79bc-406e-a360-003581938460']",81533,0.0
Corporación Autónoma Regional de La Guajira,public,oceanexpert_id,"['88d5c457-b5e3-47d8-92c6-caea8e0ac67b', '22f3a057-258d-49b7-8ecf-e5233d53d72d', '4f6a005a-43e3-4dd5-a3b0-97efd0cfd7e4', '51a6caf1-9c75-4dba-9ee5-f4f6226a78f3']",3569,0.4
"El Colegio de la Frontera Sur, Unidad Campeche",public,oceanexpert_id,['21173daf-6667-484a-b685-00d0ba72163a'],588,0.0
"Department of Lands &amp; Natural Resources, Division of Fish &amp; Wildlife, Sea Turtle Program",public,manual,['a6a15825-2809-43c2-99dd-8f2db62d3b09'],27,0.0
BMT Scientific Marine Services- Australia,public,oceanexpert_id,['471d3cf0-5c70-4355-9906-19a92774257c'],22,0.0
Curtin University of Technology,public,oceanexpert_id,"['b7041269-d327-49fc-9c2d-729e971158b9', '51c555be-c3e8-49de-9299-6f08f029002c']",5138,0.0
Muséum national d’Histoire naturelle — Département Systématique et Évolution (UMR 7205),public,oceanexpert_id,['a5ad32e4-c108-45f4-a1da-04b4310b2218'],1968,0.0
UNESCO / IOC Project Office for IODE,public,manual,"['81877dae-94bd-42ee-8754-17e91dc7c1db', '042dd549-775a-4441-ac7b-02c715497daa', '0cdfa946-e400-494f-97d5-1282ee22e403', '64d5206e-6823-410a-a327-4913588a251f', '7d33ede8-265b-46ea-94a3-c890386e4c00', '1796755f-18ea-44bf-98d6-8b76c991004b', 'a6bdc455-3253-4e8e-9c45-25f880c305bb', '5a967235-7e1b-4bcd-a1f8-cd185d4bc0f8']",15,0.0
C&amp;C consultores ambientales,public,manual,['5f6740b4-817c-402e-a0d9-758e6a8b7ff6'],1576,1182.0
CARICOOS,public,oceanexpert_id,[],0,0.0
Deltares,public,manual,"['9c27b24d-e80f-4624-8f73-628b8fd7cb43', '615897dc-a685-4335-a581-7e30adeae07f', '873e8554-bb93-42e7-9020-92febdfc6750', '5ec42fe0-a902-46e4-b9cb-054c86dc7c8b', '90411e40-55ce-4ab8-b0d8-29359243e3ce', '757de0ba-3fa4-4823-b22d-42627427e70c', '3c1de937-e3b2-45ee-aa74-2c74f958d72d', '21a91240-5ca0-48ac-9486-283dec768d9f', '13cd2cbd-f6f6-4e2a-94f9-f5ab6f30bb57', '006dcedb-1aa9-40fa-b058-f0ba6a930009', '12381619-5331-4665-8abf-df4bf4763e9a', '661aee3f-5979-463f-a475-53eb946063b3', '2b36a3be-6aa4-4873-88b2-4dcd786367a7']",802751,20386.85
University of British Columbia,public,baseline,"['172bfa9a-ada7-48cf-aecd-8508c6128b7d', '9c1aeafd-0a62-4799-95f5-88068b718c36', '76e20e5d-0bbc-4a0f-90c7-598a3edd4258', '912fca03-cab5-4325-a878-53b5def88b99', '84df1ad7-e089-4199-9fb4-62f586c7c34d', 'ba5266b3-3ddf-4637-9a63-bac92d963b6a', 'b46bbf90-245d-4a32-b18a-e934fd7b0ff3', '0291d647-fea2-4c10-a84f-149649e6f79c', '93a9fa98-cb0a-4668-b643-459771f002ae', 'dc24594c-5542-46e9-a7b9-add2f3b00f4e', '205f1a46-6e59-488e-a674-92c02cffb67c', '45f2f095-cd87-4b6c-8aea-06cc3a46d421', 'ec1dc821-fead-4448-b25f-f26651959f7c', '121a0ea2-8014-44bb-b5f9-7b1c06be4691', '796780d8-2753-48eb-8dc8-02f16a023e59', 'cf8dde43-858e-4e8a-927f-53c90ab5cd5e', '60cfb9fb-dbbf-4fcf-86a7-dda5343aadee', '422c3f13-db22-4bb0-b9bd-98d09ac2f6ab', '1ef5da48-0a21-4c3c-b795-e46116551761', 'ac325b86-2a2b-45ac-8a64-cafead0ad31f', 'b7cdeca9-f3a4-474f-b644-a74f504083bb', '40ef4d1c-0410-4933-a266-b8412f9266ad']",494343,70784.85714285714
Global Biodiversity Information Facility; Netherlands Biodiversity Information Facility,public,manual,['5da207d6-fc1e-4e02-a2e8-bdfda1a97585'],273002,0.0
Limburgs Universitair Centrum,public,rag,"['747833df-5664-4e4b-ab70-9b5ba2986f09', 'a9d7a154-28af-41e6-86d8-c4a0421a798c', 'df5a5825-6db0-4034-9e1d-97ece8ecd4cb', '5da1ec95-8d7c-4af5-b059-3d7f7eb7d9b1', '9fe2e775-30d6-4779-9d8c-d31a1ad31fae', '6b4593d1-587c-44a5-8af0-d046ae131b5b', '25dbed10-9d0e-4f91-b915-1d66114a2aab']",7205,0.0
University of Tasmania,public,oceanexpert_id,"['0d75d6e6-d632-4991-8412-c6dc70461ed5', '3db646e3-ca43-4496-8bb2-15803fb140b4', '5a0f9397-f785-41af-9ad0-8cd288b84d18', 'd8b738c8-6eda-4735-8136-53630eedab6a', 'ab46e252-9b77-4b08-b27f-c737dfde4236', 'a7c96474-3f59-4901-81da-8370557d51d4', '4dc60312-9d8a-47e6-a8b1-29cce45e4266', 'd6661617-6965-4f1f-8a38-71d585443306', 'e3ce094e-9d34-4df4-bbf3-21d1151011cb', '03b0c6d9-af92-4ea5-a5b5-f0dfd98ed47e', 'a82b670a-46b9-4f96-975e-4be51e0bb42d']",65168,0.0
Sea Turtle Conservation Bonaire,public,manual,"['b5c64caf-3721-4afd-892b-045f3fc7daec', '085b8194-5549-4c1e-8a76-7e89ccb8c920', '5ab87d96-5ef6-4886-b295-4e08d01ab65a']",5019,0.0
Yap State Government - Department of Resources and Development,public,baseline,"['c88a7d1c-1609-47d3-bf1f-a1cb2f7c54f6', '29a3b2cc-9c2c-4c2b-b732-05467c43ad67']",7256,0.0
Albatross Research,public,baseline,['d1ac76ec-bba6-4eaa-9de7-464d6b3617c9'],11743,0.0
Sea Education Association,public,manual,['2c337395-363b-4e88-81b6-c3bab5ee83fe'],13,0.0
Instituto de Investigaciones Marinas y Costeras Jose Benito Vives de Andréis,public,baseline,['80773cc7-44a8-42b8-a3ad-cc30c5b8f866'],250,50.0
Nova Blue Environment,private,rag,['b5306d1a-739b-4bc0-8fc7-e4b112dcee96'],38,7.6000000000000005
Blue Ocean Institute,public,baseline,['a2d6e8ee-c205-40db-83b7-fc6f1dc95bc7'],1560,0.0
South Australian Aquatic Sciences Centre,public,manual,"['6c853c87-0d9b-49ba-99ff-182a46a0fe1d', 'ac65d488-e078-4c46-ae32-92879d638e25']",6233,0.0
Office National de la Chasse et de la Faune Sauvage; Ferme de la Prée Mizottière,public,baseline,['1b78a368-cba0-4863-85fb-652f0f181c5e'],66620,0.0
Ocean Emotion,public,manual,['6808176f-ffe5-4f24-a7ec-b3fb4b630a28'],77572,41371.73333333333
National Oceanic and Atmospheric Administration; National Marine Fisheries Service Southeast Fisheries Science Center (NOAA-SEFSC),public,oceanexpert_id,[],0,0.0
Marecamp ,public,manual,"['2973fc19-d734-4766-9f89-34793549ca03', '002abcc3-980d-42df-9d8e-1ec8487e14cc', 'b7f2143c-1e72-4351-88cd-fd170ded09a5', 'b14abb47-b481-4272-a8d6-d4e2b612dce9', '46223340-a143-415e-8523-68f7510e65bf', 'd9d4a8bd-a571-4081-bec9-75a7d9108b0d']",1061,0.0
"CSIRO Oceans and Atmosphere Information and Data Centre, Hobart",public,oceanexpert_id,"['79836eba-9a98-45d5-b389-702f4b3f8f76', '43b57b3c-ca35-48c2-8a6a-76d9116def90', 'b74f72f3-cc3d-42b2-aa01-930d5ad4f9c2', '2b5f9b56-27bf-4000-8f95-3e6e703c6a85', '0990ac96-8cdd-47ff-b54b-f8f3c5bd4b34', 'fc083994-71ba-4813-b4ed-40b5d96924e4', 'd3f51225-e412-4752-beb9-6ab415bf0c81', 'a413df1f-a16e-4384-a846-02650d74eefd', '4fd95328-42c6-44cb-9347-64282f4946d5', '6bf16e2d-8564-4a2a-b2eb-d1c9954658c0', '3297b6db-7039-4a55-bae8-ffbf214e6dca', 'fe40f69a-3539-48b8-9836-4ccb91a89e56', '7dd348df-5e3b-4b37-8758-7a01e1234555', '14408cc8-5d37-46d1-91a9-d838fc339ff9', 'a951be55-4e8f-4551-9892-2c4879c6265a', 'a70a7d6c-3e01-4891-9530-1f2e3a283dab', '20ed089b-f985-4a2b-9507-7f14945d5c1c', '78ed5ac1-78a0-47bf-aa9a-759e1e22fb3a', '2befbc59-5758-4406-8b63-3d6e738fa990', '2741dff2-017c-4d2d-8e3a-b04fc06619b9', 'db7e5bbe-3e2a-42f0-8ba1-79984858fde2', '72f00c0d-996a-4191-8b45-e701f75da0d1', 'fd17342f-b6bb-4294-b0b1-5495f4fcf25c', '27f7853d-48c4-4365-8b0b-158d8fffb7c7', '987a35d0-a3f3-4050-b8c4-de99b01d8eb6', '517ac935-af0f-4358-88fb-7093015182af', 'd3feb3bf-b230-4c45-9031-091b7c432238', '760ec53d-ee7d-4bf9-a575-fb1bc3bf697b', '98ea0091-b38e-4789-be5a-9e70f54df36a', '2d66275a-72b3-49cf-bd5d-974a53477f20', '94ad5f97-ad27-443c-8203-d5e3ba0dd8b8', '793a1379-9d03-4349-9b0a-4d9de0b10dbb', 'd18d8386-a08a-4459-98f1-c95220847bed', '566386e9-9494-40a1-a3a0-63233c208fee', 'e49ec110-4fc2-49a7-b409-7537312e7d52', 'b8439c16-2820-48e9-8ea0-7ccbd71b8805', '8cb3a754-1d96-4b48-87f2-05468b9b3aae', '0614bd5f-591b-427f-ae7d-eb89942aca79', '85194a3f-bbfa-4fde-80a1-95c6cbdabbca', 'c53a1d63-0ca7-4481-8607-0b2d01f9f99a', 'cc7481dc-a015-46e7-98b6-2ad7374886e6', '838de48c-aa45-4771-971f-1f1796f9bf75', 'd1b61ade-eb7f-437d-ada1-1cf2298ef4e9', '10c69325-1aa3-4deb-ba1b-3f635b221a92', '88c9a4f5-0c51-4cdf-8734-77d3d6aa934f', '00a7f490-7418-413b-a9f1-666f186769b6', 'f17d8dae-4125-4a45-a491-81f8d018e19c', '4550423a-25fc-4028-ad91-e8f63ecbbc8b', 'd104db68-63cf-4f34-b92a-54bd55a07394', 'f8c046f0-e8ae-49f5-b94c-f78809a8b7dc', 'a1beaeb4-b27c-4b26-9783-2861984d8e4a', '82b9ede1-962d-42a5-acde-26b889b06858', '6e99cb6c-0efe-4087-b808-19c7cc17ae3d', 'c9199fb8-fd9d-4137-a3bb-63a127977c67', 'e06daf5d-9e6b-44e1-a6a7-cc91a3ee1f3b', '105b3c12-a0c1-497e-bc61-4d8a09c30a69', '6078be2d-e1af-47b3-bd70-3956dd95f664', '17a7d690-e05d-4054-bb61-77bb3f26ba0a', '8af3708a-81fb-4edd-ade6-b23532a0f26c', '09af1850-4be0-4840-8cac-b7088d3cd4ec', '711fa750-5e61-4b3c-a8f1-e5bfd20e47cc', '98861cd3-daf5-4da9-9eca-d442d652750d', 'd8b738c8-6eda-4735-8136-53630eedab6a', 'fa51d189-02f1-4b88-b33a-c10442e70c51', '97d434fe-2a1b-47ab-8b76-7789685bf116', '553e6cd6-89a8-4482-b767-fb79a8d9c6ee', '2c001849-8854-43dd-889f-7130f9335dce', '723bda06-7421-4669-b25c-3f4f4b9bec78', '930000f4-81ef-421b-8884-042abdf8fbc8', 'cdfb6d8d-14d1-4232-aace-35ba00ff9e12', 'e77f1b7f-aa81-4e0c-8e88-8ac436453d7f', '62658cbe-5420-4c6f-91cd-0acb6d8bc03a', 'efa02fe9-6b5b-4173-85e7-912f71921fe7', 'ab590832-cef4-4f05-b412-f956b3aa7e24', '25e116e0-70ad-41a5-a659-cfb16967e1a9', '01514497-a295-4e42-a441-4215a162cd05', '955aac04-0035-4627-855f-a2db2c777606', 'd5224b8a-822e-48c0-bf0a-77821452ff0a', 'a0737a06-66ef-41e7-9458-9c05f53340b5', '58bb5aa2-2939-48d5-9015-b18706e26425', 'dd7b09c3-137c-443d-a145-2401f400c441', 'eee81b0b-6b72-4963-9f43-ff1631bbfea3', 'd001ebb9-0fea-4931-9544-048f57b15c0b', 'ab737464-f691-4b72-aae2-1bb70411468d', 'bff60a89-23bb-4f31-9b40-7bbf2bb19b77', 'c5b1eba6-ac0d-4a72-a6d6-580aac693cb1', 'd13ec1f1-d82a-4cdb-92e9-3f2144bf7a2e', '6d58ae08-4657-42bc-99fc-61e69278db13', '685de728-3eb8-4b31-8bfd-40035bb8aa4d', '1701dd73-9a96-48c8-9049-e5b1ca3c6993', 'a997444d-a449-4b83-a321-2ff40151b215', '3fa82408-cc6e-42ea-a587-a0b9bb5da879', 'a003e72f-d8e5-4d94-9aed-4bc50862c4ad', '1bd7a1be-e94e-4fdf-93bf-98cbdca9cd2d', '0820b10a-5710-4e90-b9ed-a2ad7c7ec742', '65a0186a-57d4-46b5-a7bc-4614bc6c36f4', '0e8d9174-1341-44ae-9dd1-9e89f558a2d9', '9d2430ad-0a75-4ab7-ab6e-08e79ae015e1', '63cb90c7-6607-46b6-8472-d6d7b14a95a5', '696d20b7-1cf8-4b81-b57c-6c99acf772d5', '5e5197d2-8a17-49c3-9197-758091a2cc48', 'd6a642a2-f0f0-4844-9d9a-15d9b90713c3', '5e2c6a71-6a29-47a4-b67f-7faa7ff7218c', 'd01ca3e3-0004-4113-a4b1-74409e4e82fc', 'e9266958-784b-4d88-ac36-a1a59d215692', 'e64fd081-4b4f-4883-bdfb-10f829816c36', '22895f2d-4913-42b9-bce2-213dab1fc8cf', '8c8bacb7-579d-4b3e-abea-d319c59dbc39', '379ee987-c496-4246-8f77-62e53668f7ad', 'a7e4c440-295f-4fc6-bd95-ddec607d2751', 'e4d6a152-2061-4ee2-a2c7-8a9f19d7a1e2', '8fab72ab-f881-45e2-8930-91dc81c5eaf7', '553553ad-fc0f-4a7e-a97f-1a336ac7513a', '687b6812-dffe-45d0-b45e-a444d737a0eb', '9410cb01-d9b3-45a4-8d10-2a9bf1a22658', 'e164a936-41a4-408a-a4ca-1f01c82954c7']",8464832,801.0
World Wildlife Fund Colombia,public,manual,"['ae867564-1201-4e20-93f3-c7c08e93a420', 'c77c9375-3337-4789-a8b4-dd9e28ce71cd', 'fd9414c1-228a-4a3c-9cf3-c9e1eab1f491', '3e266456-c269-4007-b0d3-1a51926d817b']",6378,1062.9999999999998
University of North Carolina,public,baseline,"['0dee1c07-b9b6-4260-a4bc-6c6fff25a041', '6b3b0a89-8273-40d1-a129-3d20e7feae03']",15023,0.0
Israel Oceanographic & Limnological Research,public,oceanexpert_id,"['4f2d2760-9edd-416f-b105-355957fc1f22', '45fd60a8-cd81-4d04-b8e0-39c8fa75e4f8']",14938,0.0
"Department of Biology, Baylor University; Chilean Antarctic Institute (INACH)",public,baseline,['db5ad6c9-3f39-44d7-a4d0-6e059b064d58'],4561,0.0
University of Bologna,public,baseline,['baa2fd15-8103-4153-acaa-268bd41e5462'],710,0.0
"National University of Ireland, Galway",public,baseline,['5080b123-3bcf-4be9-85cd-39eb81940fb1'],1330,0.0
Vanuatu Eviornmental Science Society,public,manual,['f8915ecc-9976-4cbe-9e0d-fac654508b95'],54,0.0
Escuela Superior Politécnica del Litoral-CENAIM,public,rag,['9cb92452-386b-4a1c-9006-e9ce535cb886'],897,0.0
"School of Life and Environmental Sciences, Deakin University",public,oceanexpert_id,[],0,0.0
Florida Fish and Wildlife Conservation Commission,public,rag,"['bf8259cd-0738-4d2b-9f87-8c7ba8603587', 'ac446ff8-14f8-4760-91dc-20f7660464b0', '4b0fd78e-c074-4b7b-a716-adf7e3917776', 'bba874cd-919e-4e4c-86c7-c69aa38ad4a7']",791818,5.428571428571428
Centro Nacional Patagónico - CONICET,public,oceanexpert_id,[],0,0.0
"Tasmanian Department of Primary Industries, Water and the Environment (DPIWE)",public,rag,['1e69cd84-1703-4383-ae5f-d8c9336d4a05'],57,0.0
Green Heritage Fund of Suriname,public,manual,"['55978cae-35e9-4a02-9830-cbd954dfed01', '4a2c69e8-c97f-484a-8551-4e7208527e3c', 'f306ca42-4493-4bec-b9c9-cf10764a81bd', '371c5dea-b5d9-4a94-85f3-309b7ff99bf9']",7329,0.0
